0004a30b0020096f,-119,-7,868500000,5,1,1,"11076873,76999813,3373300",2019-03-09 09:07:39.021985,11.076873,76.999813
0004a30b0020096f,-120,-6,868500000,2,2,1,"11075758,76985055,3470500",2019-03-09 09:19:11.770299,11.075758,76.985055
0004a30b0020096f,-118,-4.3,868300000,1,3,1,"11075775,76985045,3492500",2019-03-09 09:19:52.200309,11.075775,76.985045
0004a30b0020096f,-118,-6,868100000,1,4,1,"11075773,76985047,3501200",2019-03-09 09:20:14.318267,11.075773,76.985047
0004a30b0020096f,-117,-6,868300000,1,4,1,"11075773,76985047,3501200",2019-03-09 09:25:14.908381,11.075773,76.985047
0004a30b0020096f,-115,-2.8,868100000,4,5,1,"11069357,76986968,3554100",2019-03-09 09:25:42.378446,11.069357,76.986968
0004a30b0020096f,-118,-5,868100000,5,6,1,"11069338,76987165,3562800",2019-03-09 09:26:47.636308,11.069338,76.987165
0004a30b0020096f,-119,-0.8,868500000,5,7,1,"11069338,76987165,3562800",2019-03-09 09:27:06.597540,11.069338,76.987165
0004a30b0020096f,-120,-7.5,868500000,4,8,1,"11069338,76987165,3571500",2019-03-09 09:27:55.406781,11.069338,76.987165
0004a30b0020096f,-115,-9.3,868100000,4,9,1,"11069337,76987165,3580200",2019-03-09 09:28:28.196794,11.069337,76.987165
0004a30b0020096f,-118,-9.8,868500000,4,10,1,"11069337,76987165,3584900",2019-03-09 09:28:50.421149,11.069337,76.987165
