devEUI,rssi,loraSNR,frequency,dr,fCnt,fPort,data,time
0004a30b0020096f,-38,9.8,868500000,5,4,1,"0,0,0",2019-03-09 01:49:52.490440
0004a30b0020096f,-36,8.5,868500000,5,5,1,"0,0,0",2019-03-09 01:50:06.955093
0004a30b0020096f,-37,9,868100000,5,6,1,"0,0,0",2019-03-09 01:50:18.567282
0004a30b0020096f,-37,9,868500000,5,7,1,"0,0,0",2019-03-09 01:50:22.739842
0004a30b0020096f,-37,9.5,868300000,5,8,1,"0,0,0",2019-03-09 01:50:26.851690
0004a30b0020096f,-36,8.8,868100000,5,8,1,"0,0,0",2019-03-09 01:50:33.138270
0004a30b0020096f,-34,10.5,868500000,4,8,1,"0,0,0",2019-03-09 01:50:39.490796
0004a30b0020096f,-34,9.5,868300000,5,9,1,"0,0,0",2019-03-09 01:50:43.353832
0004a30b0020096f,-37,10.5,868100000,5,9,1,"0,0,0",2019-03-09 01:50:49.671425
0004a30b0020096f,-36,11.5,868300000,4,10,1,"0,0,0",2019-03-09 01:51:05.341872
0004a30b0020096f,-36,12,868100000,4,10,1,"0,0,0",2019-03-09 01:51:09.710280
0004a30b0020096f,-35,10.5,868500000,4,11,1,"0,0,0",2019-03-09 01:51:13.567955
0004a30b0020096f,-35,8.8,868300000,5,12,1,"0,0,0",2019-03-09 01:51:30.082191
0004a30b0020096f,-37,9,868100000,5,12,1,"0,0,0",2019-03-09 01:51:36.353598
0004a30b0020096f,-25,9,868500000,5,0,1,ping,2019-03-09 01:51:41.518387
0004a30b0020096f,-24,9.8,868100000,5,1,1,"0,0,0",2019-03-09 01:51:46.334475
0004a30b0020096f,-23,8.5,868300000,5,2,1,"0,0,0",2019-03-09 01:51:50.456170
0004a30b0020096f,-23,10.5,868100000,5,3,1,"0,0,0",2019-03-09 01:51:58.628761
0004a30b0020096f,-22,8.8,868300000,5,4,1,"0,0,0",2019-03-09 01:52:02.791889
0004a30b0020096f,-21,8.8,868500000,5,4,1,"0,0,0",2019-03-09 01:52:07.054651
0004a30b0020096f,-21,11,868100000,4,5,1,"0,0,0",2019-03-09 01:52:15.268519
0004a30b0020096f,-35,9.3,868300000,5,6,1,"0,0,0",2019-03-09 01:52:19.342703
0004a30b0020096f,-37,9.8,868500000,5,7,1,"0,0,0",2019-03-09 01:52:23.459758
0004a30b0020096f,-37,9.8,868500000,5,8,1,"0,0,0",2019-03-09 01:52:37.230981
0004a30b0020096f,-36,9.8,868300000,5,9,1,"0,0,0",2019-03-09 01:52:41.342272
0004a30b0020096f,-35,8.8,868100000,5,10,1,"0,0,0",2019-03-09 01:52:45.466979
0004a30b0020096f,-36,9.8,868300000,5,11,1,"0,0,0",2019-03-09 01:52:53.639767
0004a30b0020096f,-37,9.3,868500000,5,12,1,"0,0,0",2019-03-09 01:52:57.803052
0004a30b0020096f,-37,9.8,868100000,5,13,1,"0,0,0",2019-03-09 01:53:01.933130
0004a30b0020096f,-37,10.5,868500000,5,14,1,"0,0,0",2019-03-09 01:53:14.498458
0004a30b0020096f,-33,9,868100000,5,15,1,"0,0,0",2019-03-09 01:53:19.908690
0004a30b0020096f,-34,9.5,868300000,5,16,1,"0,0,0",2019-03-09 01:53:28.176538
0004a30b0020096f,-25,9.3,868500000,5,0,1,ping,2019-03-09 02:07:54.402734
0004a30b0020096f,-28,9,868500000,5,0,1,ping,2019-03-09 02:08:20.111443
0004a30b0020096f,-27,9.3,868100000,5,0,1,ping,2019-03-09 02:08:59.188422
0004a30b0020096f,-24,9,868300000,5,1,1,"0,0,0",2019-03-09 02:09:04.036350
0004a30b0020096f,-28,9.3,868500000,5,2,1,"0,0,0",2019-03-09 02:09:08.196694
0004a30b0020096f,-25,10.8,868100000,5,3,1,"0,0,0",2019-03-09 02:09:16.410973
0004a30b0020096f,-25,9,868300000,5,4,1,"0,0,0",2019-03-09 02:09:20.536033
0004a30b0020096f,-28,9,868500000,5,5,1,"0,0,0",2019-03-09 02:09:24.609287
0004a30b0020096f,-22,8.3,868100000,5,6,1,"0,0,0",2019-03-09 02:09:32.872560
0004a30b0020096f,-23,9.5,868500000,5,7,1,"0,0,0",2019-03-09 02:09:37.041576
0004a30b0020096f,-24,9.5,868300000,5,8,1,"0,0,0",2019-03-09 02:09:41.153868
0004a30b0020096f,-23,9.3,868100000,5,8,1,"0,0,0",2019-03-09 02:09:47.423001
0004a30b0020096f,-22,10.8,868300000,4,9,1,"0,0,0",2019-03-09 02:09:54.988214
0004a30b0020096f,-36,9.5,868500000,5,10,1,"0,0,0",2019-03-09 02:09:59.105363
0004a30b0020096f,-34,10,868100000,5,10,1,"0,0,0",2019-03-09 02:10:03.437659
0004a30b0020096f,-36,9.5,868500000,5,11,1,"0,0,0",2019-03-09 02:10:15.599034
0004a30b0020096f,-35,9.8,868300000,5,11,1,"0,0,0",2019-03-09 02:10:21.866979
0004a30b0020096f,-33,11,868100000,4,11,1,"0,0,0",2019-03-09 02:10:26.181441
0004a30b0020096f,-37,13.3,868300000,3,11,1,"0,0,0",2019-03-09 02:10:38.958537
0004a30b0020096f,-34,8.8,868100000,5,12,1,"0,0,0",2019-03-09 02:10:54.121687
0004a30b0020096f,-34,9,868500000,5,12,1,"0,0,0",2019-03-09 02:10:58.380787
0004a30b0020096f,-33,9.5,868100000,5,13,1,"0,0,0",2019-03-09 02:11:10.592234
0004a30b0020096f,-35,9.8,868500000,5,14,1,"0,0,0",2019-03-09 02:11:24.320874
0004a30b0020096f,-34,9.3,868100000,5,15,1,"0,0,0",2019-03-09 02:11:28.445466
0004a30b0020096f,-35,8.8,868500000,5,16,1,"0,0,0",2019-03-09 02:11:32.512089
0004a30b0020096f,-33,9,868300000,5,17,1,"0,0,0",2019-03-09 02:11:36.637387
0004a30b0020096f,-31,9.8,868100000,5,18,1,"0,0,0",2019-03-09 02:11:44.905852
0004a30b0020096f,-34,9.5,868500000,5,18,1,"0,0,0",2019-03-09 02:11:49.171247
0004a30b0020096f,-31,10,868300000,4,19,1,"0,0,0",2019-03-09 02:11:53.225860
0004a30b0020096f,-33,10,868100000,5,20,1,"0,0,0",2019-03-09 02:12:01.573013
0004a30b0020096f,-35,9.3,868500000,5,21,1,"0,0,0",2019-03-09 02:12:11.075480
0004a30b0020096f,-33,9,868100000,5,21,1,"0,0,0",2019-03-09 02:12:17.388645
0004a30b0020096f,-39,10.5,868500000,5,22,1,"0,0,0",2019-03-09 02:12:19.309553
0004a30b0020096f,-35,9.5,868100000,5,23,1,"0,0,0",2019-03-09 02:12:33.713342
0004a30b0020096f,-36,12,868500000,4,23,1,"0,0,0",2019-03-09 02:12:38.071805
0004a30b0020096f,-33,9.8,868100000,5,24,1,"0,0,0",2019-03-09 02:12:48.246600
0004a30b0020096f,-32,10.5,868300000,4,24,1,"0,0,0",2019-03-09 02:12:56.561088
0004a30b0020096f,-35,11.3,868500000,4,24,1,"0,0,0",2019-03-09 02:13:04.879539
0004a30b0020096f,-34,12,868100000,4,25,1,"0,0,0",2019-03-09 02:13:10.295293
0004a30b0020096f,-33,11,868300000,4,25,1,"0,0,0",2019-03-09 02:13:28.627004
0004a30b0020096f,-36,12.8,868100000,3,25,1,"0,0,0",2019-03-09 02:13:35.046702
0004a30b0020096f,-35,9,868500000,5,26,1,"0,0,0",2019-03-09 02:13:44.618888
0004a30b0020096f,-36,9.5,868500000,5,26,1,"0,0,0",2019-03-09 02:13:54.933943
0004a30b0020096f,-23,8.5,868500000,5,0,1,ping,2019-03-09 02:14:28.664656
0004a30b0020096f,-24,8.8,868300000,5,0,1,ping,2019-03-09 02:14:38.885492
0004a30b0020096f,-20,9.3,868500000,5,1,1,"0,0,0",2019-03-09 02:14:43.706262
0004a30b0020096f,-22,9.3,868100000,5,2,1,"0,0,0",2019-03-09 02:14:47.887082
0004a30b0020096f,-21,9.8,868500000,5,2,1,"0,0,0",2019-03-09 02:14:56.146974
0004a30b0020096f,-19,10.8,868300000,4,2,1,"0,0,0",2019-03-09 02:15:00.462726
0004a30b0020096f,-34,9.8,868100000,5,3,1,"0,0,0",2019-03-09 02:15:04.375544
0004a30b0020096f,-35,8.8,868500000,5,4,1,"0,0,0",2019-03-09 02:15:12.598992
0004a30b0020096f,-34,9.5,868100000,5,5,1,"0,0,0",2019-03-09 02:15:20.824674
0004a30b0020096f,-34,9,868500000,5,5,1,"0,0,0",2019-03-09 02:15:27.151033
0004a30b0020096f,-33,10.5,868300000,4,5,1,"0,0,0",2019-03-09 02:15:31.470800
0004a30b0020096f,-32,9.3,868100000,5,6,1,"0,0,0",2019-03-09 02:15:34.591357
0004a30b0020096f,-36,9.5,868500000,5,7,1,"0,0,0",2019-03-09 02:15:46.966005
0004a30b0020096f,-33,9,868100000,5,8,1,"0,0,0",2019-03-09 02:15:55.244748
0004a30b0020096f,-35,9.5,868500000,5,8,1,"0,0,0",2019-03-09 02:15:59.543057
0004a30b0020096f,-35,11.3,868300000,4,8,1,"0,0,0",2019-03-09 02:16:03.868776
0004a30b0020096f,-23,9,868300000,5,0,1,ping,2019-03-09 02:16:30.546389
0004a30b0020096f,-21,10,868500000,5,1,1,"0,0,0",2019-03-09 02:16:35.355792
0004a30b0020096f,-25,9.3,868100000,5,2,1,"0,0,0",2019-03-09 02:16:42.034717
0004a30b0020096f,-36,10,868300000,5,3,1,"0,0,0",2019-03-09 02:16:48.702197
0004a30b0020096f,-34,9,868100000,5,4,1,"0,0,0",2019-03-09 02:16:55.359708
0004a30b0020096f,-34,8.8,868500000,5,4,1,"0,0,0",2019-03-09 02:16:59.633546
0004a30b0020096f,-34,12,868300000,4,4,1,"0,0,0",2019-03-09 02:17:05.985179
0004a30b0020096f,-33,11,868100000,4,4,1,"0,0,0",2019-03-09 02:17:10.293638
0004a30b0020096f,-35,9.3,868500000,5,5,1,"0,0,0",2019-03-09 02:17:17.024073
0004a30b0020096f,-22,8.8,868300000,5,0,1,ping,2019-03-09 02:17:44.692540
0004a30b0020096f,-23,10,868500000,5,1,1,"0,0,0",2019-03-09 02:17:49.513355
0004a30b0020096f,-21,8.8,868100000,5,2,1,"0,0,0",2019-03-09 02:17:53.633662
0004a30b0020096f,-19,9.5,868500000,5,3,1,"0,0,0",2019-03-09 02:18:01.942337
0004a30b0020096f,-20,9.3,868100000,5,4,1,"0,0,0",2019-03-09 02:18:06.017205
0004a30b0020096f,-22,8.5,868300000,5,4,1,"0,0,0",2019-03-09 02:18:10.348893
0004a30b0020096f,-25,11.5,868500000,4,5,1,"0,0,0",2019-03-09 02:18:18.417455
0004a30b0020096f,-36,9.3,868100000,5,6,1,"0,0,0",2019-03-09 02:18:22.531516
0004a30b0020096f,-37,10,868300000,5,7,1,"0,0,0",2019-03-09 02:18:26.601083
0004a30b0020096f,-35,9,868300000,5,8,1,"0,0,0",2019-03-09 02:18:40.366832
0004a30b0020096f,-36,10,868100000,5,9,1,"0,0,0",2019-03-09 02:18:44.480018
0004a30b0020096f,-39,9.3,868500000,5,10,1,"0,0,0",2019-03-09 02:18:48.603209
0004a30b0020096f,-25,8.5,868500000,5,0,1,ping,2019-03-09 02:19:10.779692
0004a30b0020096f,-23,9.3,868100000,5,1,1,"0,0,0",2019-03-09 02:19:15.597114
0004a30b0020096f,-24,9.5,868300000,5,2,1,"0,0,0",2019-03-09 02:19:19.726473
0004a30b0020096f,-23,9.8,868100000,5,3,1,"0,0,0",2019-03-09 02:19:27.983852
0004a30b0020096f,-22,9.8,868500000,5,3,1,"0,0,0",2019-03-09 02:19:32.256286
0004a30b0020096f,-23,12.3,868300000,4,4,1,"0,0,0",2019-03-09 02:19:36.312472
0004a30b0020096f,-34,9,868100000,5,5,1,"0,0,0",2019-03-09 02:19:44.475150
0004a30b0020096f,-37,8.5,868500000,5,6,1,"0,0,0",2019-03-09 02:19:48.592800
0004a30b0020096f,-36,9.5,868300000,5,7,1,"0,0,0",2019-03-09 02:20:02.322614
0004a30b0020096f,-35,9.3,868100000,5,8,1,"0,0,0",2019-03-09 02:20:06.444473
0004a30b0020096f,-37,9.8,868500000,5,9,1,"0,0,0",2019-03-09 02:20:10.511011
0004a30b0020096f,-36,10,868300000,5,10,1,"0,0,0",2019-03-09 02:20:18.725449
0004a30b0020096f,-34,8.8,868500000,5,10,1,"0,0,0",2019-03-09 02:20:23.001098
0004a30b0020096f,-34,9.5,868100000,5,11,1,"0,0,0",2019-03-09 02:20:27.012907
0004a30b0020096f,-36,9,868300000,5,12,1,"0,0,0",2019-03-09 02:20:35.284992
0004a30b0020096f,-35,9.3,868100000,5,13,1,"0,0,0",2019-03-09 02:20:39.397383
0004a30b0020096f,-36,10,868500000,5,14,1,"0,0,0",2019-03-09 02:20:49.083028
0004a30b0020096f,-21,9.8,868500000,5,1,1,"0,0,0",2019-03-09 02:21:19.486190
0004a30b0020096f,-22,9.3,868300000,5,2,1,"0,0,0",2019-03-09 02:21:23.616498
0004a30b0020096f,-15,9.3,868100000,5,2,1,"0,0,0",2019-03-09 02:21:31.888480
0004a30b0020096f,-19,12,868500000,4,2,1,"0,0,0",2019-03-09 02:21:36.199264
0004a30b0020096f,-35,10,868300000,5,3,1,"0,0,0",2019-03-09 02:21:40.123495
0004a30b0020096f,-36,10.3,868100000,5,3,1,"0,0,0",2019-03-09 02:21:48.403357
0004a30b0020096f,-34,12,868300000,4,3,1,"0,0,0",2019-03-09 02:21:55.059316
0004a30b0020096f,-37,10.5,868500000,5,4,1,"0,0,0",2019-03-09 02:22:10.580626
0004a30b0020096f,-35,10.8,868100000,4,5,1,"0,0,0",2019-03-09 02:22:22.747895
0004a30b0020096f,-36,10,868300000,5,6,1,"0,0,0",2019-03-09 02:22:26.811725
0004a30b0020096f,-36,9.5,868500000,5,7,1,"0,0,0",2019-03-09 02:22:30.979649
0004a30b0020096f,-36,10,868500000,5,7,1,"0,0,0",2019-03-09 02:22:43.244216
0004a30b0020096f,-36,9.3,868100000,5,8,1,"0,0,0",2019-03-09 02:22:53.004566
0004a30b0020096f,-34,9.5,868300000,5,9,1,"0,0,0",2019-03-09 02:22:57.168086
0004a30b0020096f,-36,9.8,868500000,5,9,1,"0,0,0",2019-03-09 02:23:01.541607
0004a30b0020096f,-34,9.3,868100000,5,10,1,"0,0,0",2019-03-09 02:23:09.513563
0004a30b0020096f,-32,9,868300000,5,11,1,"0,0,0",2019-03-09 02:23:13.630877
0004a30b0020096f,-37,9.5,868500000,5,12,1,"0,0,0",2019-03-09 02:23:17.702940
0004a30b0020096f,-35,9.5,868100000,5,13,1,"0,0,0",2019-03-09 02:23:25.962555
0004a30b0020096f,-35,9.8,868300000,5,13,1,"0,0,0",2019-03-09 02:23:30.280250
0004a30b0020096f,-35,11.5,868500000,4,13,1,"0,0,0",2019-03-09 02:23:34.612200
0004a30b0020096f,-32,10.8,868100000,4,13,1,"0,0,0",2019-03-09 02:23:42.923718
0004a30b0020096f,-33,8.8,868300000,5,14,1,"0,0,0",2019-03-09 02:23:48.099392
0004a30b0020096f,-36,9.3,868500000,5,14,1,"0,0,0",2019-03-09 02:24:00.375647
0004a30b0020096f,-35,9.3,868300000,5,14,1,"0,0,0",2019-03-09 02:24:04.687436
0004a30b0020096f,-32,10.5,868100000,4,15,1,"0,0,0",2019-03-09 02:24:12.852550
0004a30b0020096f,-34,8.8,868500000,5,16,1,"0,0,0",2019-03-09 02:24:26.567581
0004a30b0020096f,-35,10,868300000,5,17,1,"0,0,0",2019-03-09 02:24:30.699842
0004a30b0020096f,-37,9,868500000,5,18,1,"0,0,0",2019-03-09 02:24:38.959818
0004a30b0020096f,-33,9,868300000,5,19,1,"0,0,0",2019-03-09 02:24:43.080987
0004a30b0020096f,-35,10.3,868100000,5,19,1,"0,0,0",2019-03-09 02:24:47.353579
0004a30b0020096f,-21,9,868500000,5,0,1,ping,2019-03-09 02:25:11.310681
0004a30b0020096f,-21,9,868500000,5,0,1,ping,2019-03-09 02:26:11.181743
0004a30b0020096f,-22,9.8,868100000,5,0,1,ping,2019-03-09 02:26:34.251065
0004a30b0020096f,-23,8.8,868300000,5,0,1,ping,2019-03-09 02:27:10.108496
0004a30b0020096f,-23,10,868100000,5,1,1,ping,2019-03-09 02:27:14.222716
0004a30b0020096f,-19,9,868500000,5,2,1,ping,2019-03-09 02:27:18.340441
0004a30b0020096f,-23,9.3,868100000,5,3,1,ping,2019-03-09 02:27:26.564508
0004a30b0020096f,-19,9.5,868500000,5,4,1,ping,2019-03-09 02:27:30.688311
0004a30b0020096f,-23,9.5,868300000,5,5,1,ping,2019-03-09 02:27:34.813825
0004a30b0020096f,-20,9.8,868100000,5,6,1,ping,2019-03-09 02:27:43.076222
0004a30b0020096f,-19,8.3,868500000,5,7,1,ping,2019-03-09 02:27:47.194616
0004a30b0020096f,-23,10.3,868300000,5,8,1,"11021128,76937867,20575300",2019-03-09 02:27:53.964664
0004a30b0020096f,-18,10.3,868100000,5,8,1,"11021128,76937867,20575300",2019-03-09 02:27:58.282145
0004a30b0020096f,-19,11.8,868500000,4,8,1,"11021128,76937867,20575300",2019-03-09 02:28:04.645139
0004a30b0020096f,-17,9,868100000,5,0,1,ping,2019-03-09 02:28:35.059454
0004a30b0020096f,-19,9.8,868500000,5,1,1,"11021128,76937867,20584000",2019-03-09 02:28:40.936091
0004a30b0020096f,-21,8.8,868300000,5,1,1,"11021128,76937867,20584000",2019-03-09 02:28:45.250024
0004a30b0020096f,-17,9.5,868100000,5,0,1,ping,2019-03-09 02:28:55.387650
0004a30b0020096f,-19,10.3,868500000,5,1,1,"11021128,76937868,20590000",2019-03-09 02:29:00.949516
0004a30b0020096f,-19,9.8,868300000,5,2,1,"11021128,76937868,20590000",2019-03-09 02:29:05.109128
0004a30b0020096f,-35,9.5,868500000,5,3,1,"11021128,76937868,20590000",2019-03-09 02:29:21.724121
0004a30b0020096f,-32,10.5,868300000,4,4,1,"11021128,76937868,20590000",2019-03-09 02:29:29.993988
0004a30b0020096f,-35,10.8,868100000,5,5,1,"11021127,76937867,20594700",2019-03-09 02:29:47.964035
0004a30b0020096f,-33,9.3,868500000,5,6,1,"11021127,76937867,20594700",2019-03-09 02:29:52.122566
0004a30b0020096f,-35,10.5,868100000,5,6,1,"11021127,76937867,20594700",2019-03-09 02:30:18.739596
0004a30b0020096f,-34,11.5,868500000,4,7,1,"11021127,76937867,20594700",2019-03-09 02:30:21.166583
0004a30b0020096f,-34,9.8,868300000,5,8,1,"11021118,76937875,21003400",2019-03-09 02:30:39.130339
